,title,artist/s,danceability,key,loudness,speechiness,liveness,valence,tempo,duration_ms,music_label,artist_collab,chart_history,mean_trends,stream1,stream2,stream3,stream4,stream5,stream6,stream7,stream8,stream9,song_familiarity,artist_familiarity,bad_good,distasteful_tasty,dull_exciting,tasteless_tasteful,unimaginative_creative,untalented_talented,unpleasant_pleasant,forgettable_memorable,boring_interesting,listen_similar,share_friends,add_playlist,stream_category
10,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",0.551,10.0,-5.339,0.0286,0.202,0.342,101.19,176440.0,10,1,43.0,10.161290322580646,9,9,6,7,8,9,9,9,9,5.05,5.8,5.4,5.2,4.6,5.35,5.15,5.7,5.75,4.95,5.1,4.6,4.45,4.5,9
11,Midnight Rain,Taylor Swift,0.643,0.0,-11.738,0.0767,0.115,0.23,139.865,174783.0,10,0,72.0,55.596774193548384,9,9,9,9,9,9,9,9,9,3.1,1.8,5.4,5.45,4.6,5.35,4.7,5.35,5.6,4.5,4.7,4.8,4.45,4.2,9
12,Umaasa,Calein,0.627,9.0,-9.868,0.0232,0.332,0.353,96.016,335625.0,1,0,15.0,11.741935483870968,9,9,10,10,10,10,10,10,10,5.7,5.9,6.05,5.85,6.15,6.1,6.3,5.95,6.15,6.3,6.05,5.25,5.2,4.8,10
13,Fallen,Lola Amour,0.652,6.0,-4.098,0.0406,0.147,0.615,98.079,201807.0,10,0,35.0,26.080645161290324,9,9,9,9,9,9,9,9,9,4.4,2.6,5.95,5.5,5.75,5.65,6.0,6.0,5.95,5.3,5.7,5.45,4.55,4.75,9
14,Die For You,The Weeknd,0.582,1.0,-7.163,0.0627,0.134,0.51,133.249,260253.0,5,0,72.0,39.145161290322584,9,9,9,9,9,10,10,10,10,3.55,2.15,4.15,4.05,4.35,4.3,4.2,4.75,4.25,4.15,4.15,3.45,3.0,2.9,10
15,As It Was,Harry Styles,0.52,6.0,-5.338,0.0557,0.311,0.662,173.93,167303.0,5,0,72.0,16.870967741935484,9,9,9,9,9,9,9,9,9,4.35,2.1,5.2,5.15,4.2,5.15,4.7,5.25,5.9,5.55,4.9,5.05,4.45,4.85,9
16,Ikaw Lang,NOBITA,0.513,11.0,-11.091,0.0336,0.0924,0.323,120.952,263500.0,1,0,72.0,24.193548387096776,9,9,9,9,9,10,9,9,9,5.05,5.25,6.05,6.15,5.8,5.95,5.8,6.2,6.15,5.75,5.7,5.9,5.35,5.8,9
17,Jopay,Mayonnaise,0.348,6.0,-6.425,0.0314,0.0959,0.301,137.619,270594.0,5,0,50.0,18.225806451612904,9,9,9,9,9,9,9,9,8,4.05,3.5,4.9,4.9,5.8,5.2,5.4,5.5,5.1,5.65,5.25,4.2,3.75,3.5,7
18,Die For You,Joji,0.472,8.0,-7.379,0.051,0.289,0.154,147.805,211667.0,5,0,72.0,33.483870967741936,9,9,9,9,9,8,7,7,7,6.0,5.2,5.5,5.3,4.75,5.2,4.85,5.7,5.85,5.7,5.05,4.95,4.6,4.6,7
19,Fall In Love Alone,Stacey Ryan,0.676,7.0,-5.455,0.0711,0.127,0.522,171.883,205428.0,10,0,19.0,4.629032258064516,9,9,9,9,9,9,9,9,9,3.9,4.8,4.95,5.0,4.6,4.9,4.4,5.55,4.95,4.35,4.5,4.5,3.9,4.05,9
20,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",0.881,2.0,-4.898,0.0324,0.0901,0.719,101.058,154487.0,10,1,72.0,9.806451612903226,9,9,9,9,9,9,9,7,7,4.25,4.9,5.75,5.5,5.3,5.6,5.4,6.0,6.05,4.9,5.2,4.85,4.8,4.75,7
21,ANTIFRAGILE,LE SSERAFIM,0.882,10.0,-3.299,0.0819,0.113,0.824,105.025,184444.0,10,0,20.0,26.06451612903226,9,9,9,9,9,9,8,6,6,5.1,6.05,6.0,5.75,5.4,5.8,5.6,6.05,6.0,5.7,5.45,5.1,4.8,4.95,5
22,THE SHADE,Rex Orange County,0.898,5.0,-7.973,0.062,0.0876,0.727,119.869,181507.0,1,0,72.0,16.56451612903226,9,9,9,9,9,9,9,9,9,2.35,1.3,5.6,5.55,4.5,5.7,5.2,5.8,5.9,4.35,5.5,5.6,4.9,5.0,9
23,Isa lang,Arthur Nery,0.429,6.0,-8.445,0.0719,0.0846,0.375,121.17,269256.0,10,0,72.0,38.564516129032256,9,9,9,9,9,9,9,9,9,3.75,2.2,4.95,4.6,4.55,4.7,5.15,5.05,4.85,4.3,4.5,3.7,3.8,3.65,9
24,Old Love,"yuji, putri dahlia",0.478,11.0,-10.513,0.0283,0.124,0.359,141.95,249382.0,1,1,24.0,12.35483870967742,9,9,9,9,9,9,9,9,9,4.0,2.05,4.95,4.75,4.25,4.65,4.8,5.2,5.1,4.75,4.45,4.15,3.75,3.55,9
25,City Girl,Shanti Dope,0.684,0.0,-9.995,0.0401,0.113,0.247,127.026,188976.0,10,0,72.0,18.14516129032258,9,9,9,9,9,9,9,9,9,5.85,6.2,5.8,5.25,5.75,5.4,5.35,5.4,5.85,5.75,5.3,4.95,4.3,4.3,9
26,Bahala Na,Kenaniah,0.874,11.0,-11.168,0.0861,0.0959,0.762,122.001,228689.0,1,0,20.0,9.758064516129032,9,9,9,9,9,9,9,9,9,6.0,6.3,5.5,5.5,5.1,5.3,5.15,5.45,5.7,5.25,5.2,5.05,4.6,4.6,9
27,Paraluman,Adie,0.519,5.0,-13.85,0.0396,0.0946,0.108,90.121,312320.0,1,0,72.0,23.338709677419356,9,9,9,9,9,9,9,9,9,1.85,3.75,3.85,3.55,3.65,3.75,3.5,4.25,3.7,2.75,3.5,3.15,2.7,2.75,9
28,Nobody Gets Me,SZA,0.358,7.0,-8.285,0.0285,0.183,0.276,99.796,180853.0,1,0,72.0,48.45161290322581,9,9,9,9,9,9,9,9,9,5.1,4.2,5.7,5.4,4.4,5.4,5.0,5.6,5.85,5.15,5.1,5.25,4.8,5.2,9
29,Pano,Zack Tabudlo,0.375,3.0,-7.018,0.0315,0.191,0.415,174.839,254400.0,10,0,72.0,23.612903225806452,9,9,9,9,9,9,9,9,9,4.6,2.7,5.8,5.9,4.85,5.5,5.15,5.75,6.0,5.15,5.15,5.6,4.75,5.2,9
30,Pasilyo,SunKissed Lola,0.71,2.0,-4.674,0.0351,0.181,0.404,120.032,270250.0,1,0,10.0,24.5,9,9,10,10,10,10,10,10,10,4.25,4.85,4.35,3.9,4.3,3.9,4.1,4.55,4.25,4.55,4.7,4.1,3.5,3.65,10
31,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",0.715,1.0,-6.005,0.0484,0.0822,0.172,97.95,221520.0,10,1,13.0,15.451612903225806,9,9,9,9,9,9,9,9,9,5.45,3.3,5.95,5.7,5.4,5.9,5.25,5.85,6.3,5.6,5.65,5.7,5.55,5.65,9
32,Angel Baby,Troye Sivan,0.559,11.0,-6.425,0.0358,0.138,0.338,72.498,220780.0,10,0,72.0,6.145161290322581,9,9,8,9,8,8,8,7,7,4.85,3.2,5.65,5.55,4.95,5.75,5.6,5.85,6.0,5.35,5.35,5.35,5.0,5.2,7
33,Tahanan,Adie,0.394,3.0,-10.855,0.031,0.315,0.3,109.862,293727.0,1,0,72.0,23.338709677419356,9,8,8,9,9,9,9,9,9,3.45,5.1,4.9,4.5,4.35,4.4,4.95,5.4,4.85,4.2,4.2,4.5,3.7,3.65,9
34,Glimpse of Us,Joji,0.44,8.0,-9.258,0.0531,0.141,0.268,169.914,233456.0,5,0,72.0,33.483870967741936,9,9,9,9,8,8,7,7,6,5.0,6.2,5.95,5.9,5.05,5.85,5.45,6.0,5.95,5.2,5.5,5.55,4.6,4.6,6
35,golden hour,JVKE,0.515,4.0,-4.801,0.0322,0.25,0.153,94.467,209260.0,1,0,26.0,9.370967741935484,9,9,9,9,9,9,9,9,9,5.15,4.9,4.35,4.05,4.65,4.0,4.4,4.75,4.3,4.9,4.6,3.9,3.2,3.35,9
36,Shinunoga E-Wa,Fujii Kaze,0.6,6.0,-6.124,0.0452,0.189,0.519,158.078,185573.0,10,0,-1.0,27.43548387096774,8,8,8,8,8,7,7,6,7,5.45,4.3,5.65,5.45,5.55,5.6,5.25,5.35,5.9,5.6,5.6,5.55,5.15,5.05,5
37,Pagsamo,Arthur Nery,0.644,6.0,-9.382,0.0339,0.0962,0.356,60.001,297002.0,10,0,72.0,38.564516129032256,8,9,8,9,9,9,8,8,8,2.05,1.65,5.65,5.75,5.65,5.65,5.5,5.45,5.95,4.95,5.5,5.25,4.9,4.95,9
38,Sure Thing,Miguel,0.684,11.0,-8.127,0.1,0.191,0.498,81.001,195373.0,10,0,12.0,16.0,8,9,10,10,9,9,9,9,9,3.95,2.25,5.4,5.3,4.95,4.95,5.3,5.2,5.2,4.8,5.2,4.75,4.35,4.4,9
39,Hype Boy,NewJeans,0.593,4.0,-3.43,0.225,0.286,0.783,99.976,179027.0,10,0,30.0,55.74193548387097,8,9,9,9,9,9,9,9,9,5.65,6.3,4.9,4.75,5.25,4.55,4.9,5.0,4.8,5.2,4.85,4.55,4.35,4.1,9
40,Until I Found You,Stephen Sanchez,0.539,10.0,-6.05,0.0288,0.174,0.227,101.358,177720.0,10,0,43.0,10.161290322580646,8,7,7,7,6,7,7,7,7,4.8,5.5,4.9,4.65,4.45,4.55,4.8,5.2,4.85,4.45,4.45,4.3,3.8,3.8,7
41,Kumpas - Theme of “2 Good 2 Be True”,Moira Dela Torre,0.545,5.0,-11.001,0.03,0.0944,0.349,124.022,268124.0,10,0,72.0,35.45161290322581,8,8,7,7,8,8,7,6,6,4.65,5.5,5.8,5.5,5.0,5.4,5.5,5.7,6.0,5.4,5.45,5.3,5.05,5.2,6
42,Shirt,SZA,0.848,3.0,-7.72,0.102,0.0879,0.572,120.009,181840.0,1,0,72.0,48.45161290322581,8,9,9,9,6,6,5,5,5,3.3,4.95,5.8,5.55,5.3,5.6,5.45,6.05,5.8,5.05,5.2,5.3,5.2,4.9,4
43,Muli,Ace Banzuelo,0.482,11.0,-3.62,0.0533,0.103,0.281,144.02,290004.0,10,0,42.0,12.790322580645162,8,8,8,8,9,8,8,7,7,4.0,3.8,5.45,5.5,5.9,5.5,5.65,5.8,5.75,5.55,5.8,5.2,4.9,5.15,7
44,I Wanna Be Yours,Arctic Monkeys,0.464,0.0,-9.345,0.0256,0.0974,0.479,67.528,183956.0,1,0,45.0,8.919354838709678,8,8,8,9,8,8,8,8,7,6.25,3.85,6.2,5.8,5.35,5.75,6.0,6.2,6.1,6.2,5.85,5.8,5.4,5.55,8
45,Kagome,Lo ki,0.572,7.0,-6.481,0.0487,0.0891,0.207,105.006,238286.0,1,0,45.0,7.596774193548387,8,8,6,7,6,5,4,4,4,4.65,5.45,5.8,5.45,5.15,5.5,5.35,5.95,6.0,5.3,5.45,5.65,4.65,5.1,5
46,OMG,NewJeans,0.804,9.0,-4.067,0.0433,0.108,0.739,126.956,212253.0,10,0,30.0,55.74193548387097,8,10,10,10,10,10,10,10,10,4.0,1.75,5.85,5.55,5.7,5.6,5.6,5.95,6.05,5.65,5.65,5.7,4.8,5.2,10
47,double take,dhruv,0.656,8.0,-11.141,0.0744,0.221,0.196,109.239,171743.0,1,0,72.0,10.0,7,8,7,9,8,8,8,8,9,5.55,5.05,5.8,5.7,5.2,5.7,5.1,5.75,5.9,5.35,5.1,5.5,4.9,5.25,9
48,Yakap,Zack Tabudlo,0.738,8.0,-8.437,0.0334,0.107,0.547,113.979,178947.0,10,0,72.0,23.612903225806452,7,7,8,9,9,9,9,9,9,3.4,2.0,6.1,5.85,5.4,5.65,5.55,6.0,6.05,5.3,5.6,5.4,5.1,5.3,9
49,Shut Down,BLACKPINK,0.813,0.0,-6.447,0.0372,0.183,0.651,110.053,175889.0,10,0,72.0,56.04838709677419,7,7,6,6,6,6,6,5,4,4.2,4.2,5.8,5.7,5.3,5.55,5.45,5.95,6.15,5.2,5.1,5.4,4.95,5.15,4
